split,video_id,host,episode,episode_group_id,label,frame_count,frames_missing,frames_short_lt_16,audio_exists,flow_exists
train,AN_WILTY_EP15_lie10,AN,15,AN_EP15,1,76,False,False,True,True
train,AN_WILTY_EP15_lie11,AN,15,AN_EP15,1,76,False,False,True,True
train,AN_WILTY_EP15_lie13,AN,15,AN_EP15,1,101,False,False,True,True
train,AN_WILTY_EP15_lie14,AN,15,AN_EP15,1,151,False,False,True,True
train,AN_WILTY_EP15_lie16,AN,15,AN_EP15,1,126,False,False,True,True
train,AN_WILTY_EP15_lie17,AN,15,AN_EP15,1,126,False,False,True,True
train,AN_WILTY_EP15_lie19,AN,15,AN_EP15,1,76,False,False,True,True
train,AN_WILTY_EP15_lie4,AN,15,AN_EP15,1,76,False,False,True,True
train,AN_WILTY_EP15_lie5,AN,15,AN_EP15,1,101,False,False,True,True
train,AN_WILTY_EP15_truth1,AN,15,AN_EP15,0,126,False,False,True,True
train,AN_WILTY_EP15_truth2,AN,15,AN_EP15,0,176,False,False,True,True
train,AN_WILTY_EP15_truth20,AN,15,AN_EP15,0,126,False,False,True,True
train,AN_WILTY_EP15_truth21,AN,15,AN_EP15,0,101,False,False,True,True
train,AN_WILTY_EP15_truth6,AN,15,AN_EP15,0,151,False,False,True,True
train,AN_WILTY_EP15_truth7,AN,15,AN_EP15,0,76,False,False,True,True
train,AN_WILTY_EP15_truth9,AN,15,AN_EP15,0,76,False,False,True,True
train,AN_WILTY_EP16_lie17,AN,16,AN_EP16,1,251,False,False,True,True
train,AN_WILTY_EP16_lie18,AN,16,AN_EP16,1,76,False,False,True,True
train,AN_WILTY_EP16_lie2,AN,16,AN_EP16,1,151,False,False,True,True
train,AN_WILTY_EP16_lie20,AN,16,AN_EP16,1,126,False,False,True,True
train,AN_WILTY_EP16_lie21,AN,16,AN_EP16,1,126,False,False,True,True
train,AN_WILTY_EP16_lie3,AN,16,AN_EP16,1,101,False,False,True,True
train,AN_WILTY_EP16_lie4,AN,16,AN_EP16,1,101,False,False,True,True
train,AN_WILTY_EP16_lie5,AN,16,AN_EP16,1,101,False,False,True,True
train,AN_WILTY_EP16_lie6,AN,16,AN_EP16,1,101,False,False,True,True
train,AN_WILTY_EP16_lie7,AN,16,AN_EP16,1,76,False,False,True,True
train,AN_WILTY_EP16_truth10,AN,16,AN_EP16,0,126,False,False,True,True
train,AN_WILTY_EP16_truth13,AN,16,AN_EP16,0,101,False,False,True,True
train,AN_WILTY_EP16_truth14,AN,16,AN_EP16,0,176,False,False,True,True
train,AN_WILTY_EP16_truth15,AN,16,AN_EP16,0,76,False,False,True,True
train,AN_WILTY_EP16_truth16,AN,16,AN_EP16,0,226,False,False,True,True
train,AN_WILTY_EP16_truth25,AN,16,AN_EP16,0,101,False,False,True,True
train,AN_WILTY_EP16_truth26,AN,16,AN_EP16,0,126,False,False,True,True
train,AN_WILTY_EP16_truth9,AN,16,AN_EP16,0,126,False,False,True,True
train,AN_WILTY_EP17_lie14,AN,17,AN_EP17,1,101,False,False,True,True
train,AN_WILTY_EP17_lie16,AN,17,AN_EP17,1,76,False,False,True,True
train,AN_WILTY_EP17_lie17,AN,17,AN_EP17,1,76,False,False,True,True
train,AN_WILTY_EP17_lie18,AN,17,AN_EP17,1,101,False,False,True,True
train,AN_WILTY_EP17_lie19,AN,17,AN_EP17,1,76,False,False,True,True
train,AN_WILTY_EP17_lie8,AN,17,AN_EP17,1,76,False,False,True,True
train,AN_WILTY_EP17_lie9,AN,17,AN_EP17,1,151,False,False,True,True
train,AN_WILTY_EP17_truth10,AN,17,AN_EP17,0,126,False,False,True,True
train,AN_WILTY_EP17_truth4,AN,17,AN_EP17,0,76,False,False,True,True
train,AN_WILTY_EP17_truth7,AN,17,AN_EP17,0,76,False,False,True,True
train,AN_WILTY_EP18_lie10,AN,18,AN_EP18,1,145,False,False,True,True
train,AN_WILTY_EP18_lie14,AN,18,AN_EP18,1,145,False,False,True,True
train,AN_WILTY_EP18_lie15,AN,18,AN_EP18,1,145,False,False,True,True
train,AN_WILTY_EP18_lie17,AN,18,AN_EP18,1,73,False,False,True,True
train,AN_WILTY_EP18_lie18,AN,18,AN_EP18,1,121,False,False,True,True
train,AN_WILTY_EP18_lie20,AN,18,AN_EP18,1,121,False,False,True,True
train,AN_WILTY_EP18_lie21,AN,18,AN_EP18,1,169,False,False,True,True
train,AN_WILTY_EP18_lie22,AN,18,AN_EP18,1,97,False,False,True,True
train,AN_WILTY_EP18_lie6,AN,18,AN_EP18,1,73,False,False,True,True
train,AN_WILTY_EP18_lie8,AN,18,AN_EP18,1,73,False,False,True,True
train,AN_WILTY_EP18_truth1,AN,18,AN_EP18,0,121,False,False,True,True
train,AN_WILTY_EP18_truth19,AN,18,AN_EP18,0,97,False,False,True,True
train,AN_WILTY_EP18_truth23,AN,18,AN_EP18,0,97,False,False,True,True
train,AN_WILTY_EP18_truth5,AN,18,AN_EP18,0,73,False,False,True,True
train,AN_WILTY_EP19_lie10,AN,19,AN_EP19,1,97,False,False,True,True
train,AN_WILTY_EP19_lie11,AN,19,AN_EP19,1,97,False,False,True,True
train,AN_WILTY_EP19_lie12,AN,19,AN_EP19,1,121,False,False,True,True
train,AN_WILTY_EP19_lie13,AN,19,AN_EP19,1,97,False,False,True,True
train,AN_WILTY_EP19_lie14,AN,19,AN_EP19,1,73,False,False,True,True
train,AN_WILTY_EP19_lie15,AN,19,AN_EP19,1,121,False,False,True,True
train,AN_WILTY_EP19_lie17,AN,19,AN_EP19,1,97,False,False,True,True
train,AN_WILTY_EP19_lie18,AN,19,AN_EP19,1,121,False,False,True,True
train,AN_WILTY_EP19_lie19,AN,19,AN_EP19,1,97,False,False,True,True
train,AN_WILTY_EP19_lie2,AN,19,AN_EP19,1,169,False,False,True,True
train,AN_WILTY_EP19_lie7,AN,19,AN_EP19,1,121,False,False,True,True
train,AN_WILTY_EP19_lie8,AN,19,AN_EP19,1,121,False,False,True,True
train,AN_WILTY_EP19_lie9,AN,19,AN_EP19,1,121,False,False,True,True
train,AN_WILTY_EP19_truth20,AN,19,AN_EP19,0,145,False,False,True,True
train,AN_WILTY_EP19_truth21,AN,19,AN_EP19,0,73,False,False,True,True
train,AN_WILTY_EP19_truth4,AN,19,AN_EP19,0,73,False,False,True,True
train,AN_WILTY_EP19_truth6,AN,19,AN_EP19,0,97,False,False,True,True
train,AN_WILTY_EP20_lie12,AN,20,AN_EP20,1,169,False,False,True,True
train,AN_WILTY_EP20_lie13,AN,20,AN_EP20,1,73,False,False,True,True
train,AN_WILTY_EP20_lie14,AN,20,AN_EP20,1,97,False,False,True,True
train,AN_WILTY_EP20_lie15,AN,20,AN_EP20,1,217,False,False,True,True
train,AN_WILTY_EP20_lie16,AN,20,AN_EP20,1,121,False,False,True,True
train,AN_WILTY_EP20_lie5,AN,20,AN_EP20,1,73,False,False,True,True
train,AN_WILTY_EP20_lie6,AN,20,AN_EP20,1,121,False,False,True,True
train,AN_WILTY_EP20_lie7,AN,20,AN_EP20,1,145,False,False,True,True
train,AN_WILTY_EP20_lie9,AN,20,AN_EP20,1,97,False,False,True,True
train,AN_WILTY_EP20_truth1,AN,20,AN_EP20,0,97,False,False,True,True
train,AN_WILTY_EP20_truth11,AN,20,AN_EP20,0,145,False,False,True,True
train,AN_WILTY_EP20_truth3,AN,20,AN_EP20,0,121,False,False,True,True
train,AN_WILTY_EP20_truth4,AN,20,AN_EP20,0,97,False,False,True,True
train,AN_WILTY_EP23_truth1,AN,23,AN_EP23,0,151,False,False,True,True
train,AN_WILTY_EP23_truth2,AN,23,AN_EP23,0,126,False,False,True,True
train,AN_WILTY_EP23_truth4,AN,23,AN_EP23,0,126,False,False,True,True
train,AN_WILTY_EP23_truth6,AN,23,AN_EP23,0,151,False,False,True,True
train,AN_WILTY_EP23_truth8,AN,23,AN_EP23,0,76,False,False,True,True
train,AN_WILTY_EP24_lie1,AN,24,AN_EP24,1,76,False,False,True,True
train,AN_WILTY_EP24_lie13,AN,24,AN_EP24,1,101,False,False,True,True
train,AN_WILTY_EP24_lie16,AN,24,AN_EP24,1,251,False,False,True,True
train,AN_WILTY_EP24_lie17,AN,24,AN_EP24,1,126,False,False,True,True
train,AN_WILTY_EP24_lie2,AN,24,AN_EP24,1,251,False,False,True,True
train,AN_WILTY_EP24_lie3,AN,24,AN_EP24,1,126,False,False,True,True
train,AN_WILTY_EP24_lie4,AN,24,AN_EP24,1,151,False,False,True,True
train,AN_WILTY_EP24_lie5,AN,24,AN_EP24,1,151,False,False,True,True
train,AN_WILTY_EP24_lie6,AN,24,AN_EP24,1,176,False,False,True,True
train,AN_WILTY_EP24_lie7,AN,24,AN_EP24,1,176,False,False,True,True
train,AN_WILTY_EP24_lie9,AN,24,AN_EP24,1,176,False,False,True,True
train,AN_WILTY_EP24_truth11,AN,24,AN_EP24,0,101,False,False,True,True
train,AN_WILTY_EP24_truth12,AN,24,AN_EP24,0,76,False,False,True,True
train,AN_WILTY_EP24_truth8,AN,24,AN_EP24,0,76,False,False,True,True
train,AN_WILTY_EP25_lie10,AN,25,AN_EP25,1,251,False,False,True,True
train,AN_WILTY_EP25_lie11,AN,25,AN_EP25,1,251,False,False,True,True
train,AN_WILTY_EP25_lie3,AN,25,AN_EP25,1,101,False,False,True,True
train,AN_WILTY_EP25_lie7,AN,25,AN_EP25,1,126,False,False,True,True
train,AN_WILTY_EP25_lie8,AN,25,AN_EP25,1,101,False,False,True,True
train,AN_WILTY_EP25_lie9,AN,25,AN_EP25,1,101,False,False,True,True
train,AN_WILTY_EP25_truth5,AN,25,AN_EP25,0,251,False,False,True,True
train,AN_WILTY_EP26_lie15,AN,26,AN_EP26,1,226,False,False,True,True
train,AN_WILTY_EP26_lie16,AN,26,AN_EP26,1,201,False,False,True,True
train,AN_WILTY_EP26_lie17,AN,26,AN_EP26,1,151,False,False,True,True
train,AN_WILTY_EP26_truth10,AN,26,AN_EP26,0,126,False,False,True,True
train,AN_WILTY_EP26_truth11,AN,26,AN_EP26,0,76,False,False,True,True
train,AN_WILTY_EP26_truth12,AN,26,AN_EP26,0,76,False,False,True,True
train,AN_WILTY_EP26_truth13,AN,26,AN_EP26,0,251,False,False,True,True
train,AN_WILTY_EP26_truth2,AN,26,AN_EP26,0,151,False,False,True,True
train,AN_WILTY_EP26_truth3,AN,26,AN_EP26,0,201,False,False,True,True
train,AN_WILTY_EP26_truth7,AN,26,AN_EP26,0,251,False,False,True,True
train,AN_WILTY_EP26_truth8,AN,26,AN_EP26,0,176,False,False,True,True
train,AN_WILTY_EP26_truth9,AN,26,AN_EP26,0,126,False,False,True,True
train,AN_WILTY_EP27_lie1,AN,27,AN_EP27,1,76,False,False,True,True
train,AN_WILTY_EP27_lie11,AN,27,AN_EP27,1,126,False,False,True,True
train,AN_WILTY_EP27_lie12,AN,27,AN_EP27,1,101,False,False,True,True
train,AN_WILTY_EP27_lie2,AN,27,AN_EP27,1,151,False,False,True,True
train,AN_WILTY_EP27_lie3,AN,27,AN_EP27,1,226,False,False,True,True
train,AN_WILTY_EP27_truth10,AN,27,AN_EP27,0,126,False,False,True,True
train,AN_WILTY_EP27_truth13,AN,27,AN_EP27,0,101,False,False,True,True
train,AN_WILTY_EP27_truth16,AN,27,AN_EP27,0,126,False,False,True,True
train,AN_WILTY_EP27_truth6,AN,27,AN_EP27,0,101,False,False,True,True
train,AN_WILTY_EP27_truth8,AN,27,AN_EP27,0,251,False,False,True,True
train,AN_WILTY_EP28_lie3,AN,28,AN_EP28,1,101,False,False,True,True
train,AN_WILTY_EP28_lie6,AN,28,AN_EP28,1,176,False,False,True,True
train,AN_WILTY_EP28_truth14,AN,28,AN_EP28,0,126,False,False,True,True
train,AN_WILTY_EP28_truth15,AN,28,AN_EP28,0,101,False,False,True,True
train,AN_WILTY_EP28_truth7,AN,28,AN_EP28,0,201,False,False,True,True
train,AN_WILTY_EP28_truth8,AN,28,AN_EP28,0,151,False,False,True,True
train,AN_WILTY_EP28_truth9,AN,28,AN_EP28,0,126,False,False,True,True
train,BRI_WILTY_EP57_lie_10,BRI,57,BRI_EP57,1,76,False,False,True,True
train,BRI_WILTY_EP57_lie_11,BRI,57,BRI_EP57,1,126,False,False,True,True
train,BRI_WILTY_EP57_lie_17,BRI,57,BRI_EP57,1,126,False,False,True,True
train,BRI_WILTY_EP57_lie_18,BRI,57,BRI_EP57,1,101,False,False,True,True
train,BRI_WILTY_EP57_lie_19,BRI,57,BRI_EP57,1,151,False,False,True,True
train,BRI_WILTY_EP57_lie_20,BRI,57,BRI_EP57,1,101,False,False,True,True
train,BRI_WILTY_EP57_lie_23,BRI,57,BRI_EP57,1,126,False,False,True,True
train,BRI_WILTY_EP57_truth_1,BRI,57,BRI_EP57,0,101,False,False,True,True
train,BRI_WILTY_EP57_truth_15,BRI,57,BRI_EP57,0,76,False,False,True,True
train,BRI_WILTY_EP57_truth_2,BRI,57,BRI_EP57,0,151,False,False,True,True
train,BRI_WILTY_EP57_truth_24,BRI,57,BRI_EP57,0,76,False,False,True,True
train,BRI_WILTY_EP57_truth_25,BRI,57,BRI_EP57,0,101,False,False,True,True
train,BRI_WILTY_EP57_truth_26,BRI,57,BRI_EP57,0,76,False,False,True,True
train,BRI_WILTY_EP57_truth_27,BRI,57,BRI_EP57,0,126,False,False,True,True
train,BRI_WILTY_EP57_truth_28,BRI,57,BRI_EP57,0,76,False,False,True,True
train,BRI_WILTY_EP57_truth_29,BRI,57,BRI_EP57,0,126,False,False,True,True
train,BRI_WILTY_EP57_truth_3,BRI,57,BRI_EP57,0,76,False,False,True,True
train,BRI_WILTY_EP57_truth_30,BRI,57,BRI_EP57,0,126,False,False,True,True
train,BRI_WILTY_EP57_truth_32,BRI,57,BRI_EP57,0,101,False,False,True,True
train,BRI_WILTY_EP57_truth_4,BRI,57,BRI_EP57,0,101,False,False,True,True
train,BRI_WILTY_EP57_truth_5,BRI,57,BRI_EP57,0,76,False,False,True,True
train,BRI_WILTY_EP57_truth_8,BRI,57,BRI_EP57,0,76,False,False,True,True
train,BRI_WILTY_EP57_truth_9,BRI,57,BRI_EP57,0,126,False,False,True,True
train,BRI_WILTY_EP58_lie_16,BRI,58,BRI_EP58,1,101,False,False,True,True
train,BRI_WILTY_EP58_lie_19,BRI,58,BRI_EP58,1,176,False,False,True,True
train,BRI_WILTY_EP58_lie_2,BRI,58,BRI_EP58,1,76,False,False,True,True
train,BRI_WILTY_EP58_lie_21,BRI,58,BRI_EP58,1,151,False,False,True,True
train,BRI_WILTY_EP58_lie_23,BRI,58,BRI_EP58,1,101,False,False,True,True
train,BRI_WILTY_EP58_lie_24,BRI,58,BRI_EP58,1,176,False,False,True,True
train,BRI_WILTY_EP58_lie_26,BRI,58,BRI_EP58,1,151,False,False,True,True
train,BRI_WILTY_EP58_lie_27,BRI,58,BRI_EP58,1,151,False,False,True,True
train,BRI_WILTY_EP58_lie_28,BRI,58,BRI_EP58,1,176,False,False,True,True
train,BRI_WILTY_EP58_lie_30,BRI,58,BRI_EP58,1,76,False,False,True,True
train,BRI_WILTY_EP58_lie_31,BRI,58,BRI_EP58,1,151,False,False,True,True
train,BRI_WILTY_EP58_lie_32,BRI,58,BRI_EP58,1,76,False,False,True,True
train,BRI_WILTY_EP58_lie_33,BRI,58,BRI_EP58,1,76,False,False,True,True
train,BRI_WILTY_EP58_lie_34,BRI,58,BRI_EP58,1,126,False,False,True,True
train,BRI_WILTY_EP58_lie_4,BRI,58,BRI_EP58,1,176,False,False,True,True
train,BRI_WILTY_EP58_truth_10,BRI,58,BRI_EP58,0,151,False,False,True,True
train,BRI_WILTY_EP58_truth_11,BRI,58,BRI_EP58,0,176,False,False,True,True
train,BRI_WILTY_EP58_truth_14,BRI,58,BRI_EP58,0,176,False,False,True,True
train,BRI_WILTY_EP58_truth_6,BRI,58,BRI_EP58,0,76,False,False,True,True
train,BRI_WILTY_EP58_truth_7,BRI,58,BRI_EP58,0,151,False,False,True,True
train,BRI_WILTY_EP58_truth_8,BRI,58,BRI_EP58,0,101,False,False,True,True
train,BRI_WILTY_EP58_truth_9,BRI,58,BRI_EP58,0,151,False,False,True,True
train,BRI_WILTY_EP59_deception_20,BRI,59,BRI_EP59,1,226,False,False,True,True
train,BRI_WILTY_EP59_deception_21,BRI,59,BRI_EP59,1,126,False,False,True,True
train,BRI_WILTY_EP59_deception_23,BRI,59,BRI_EP59,1,76,False,False,True,True
train,BRI_WILTY_EP59_deception_26,BRI,59,BRI_EP59,1,101,False,False,True,True
train,BRI_WILTY_EP59_lie_10,BRI,59,BRI_EP59,1,201,False,False,True,True
train,BRI_WILTY_EP59_lie_11,BRI,59,BRI_EP59,1,126,False,False,True,True
train,BRI_WILTY_EP59_lie_13,BRI,59,BRI_EP59,1,126,False,False,True,True
train,BRI_WILTY_EP59_lie_14,BRI,59,BRI_EP59,1,76,False,False,True,True
train,BRI_WILTY_EP59_lie_15,BRI,59,BRI_EP59,1,101,False,False,True,True
train,BRI_WILTY_EP59_truth_19,BRI,59,BRI_EP59,0,201,False,False,True,True
train,BRI_WILTY_EP59_truth_2,BRI,59,BRI_EP59,0,101,False,False,True,True
train,BRI_WILTY_EP59_truth_3,BRI,59,BRI_EP59,0,201,False,False,True,True
train,BRI_WILTY_EP59_truth_4,BRI,59,BRI_EP59,0,76,False,False,True,True
train,BRI_WILTY_EP59_truth_5,BRI,59,BRI_EP59,0,201,False,False,True,True
train,BRI_WILTY_EP59_truth_7,BRI,59,BRI_EP59,0,76,False,False,True,True
train,BRI_WILTY_EP59_truth_8,BRI,59,BRI_EP59,0,251,False,False,True,True
train,BRI_WILTY_EP59_truth_9,BRI,59,BRI_EP59,0,176,False,False,True,True
train,BRI_WILTY_EP60_lie_13,BRI,60,BRI_EP60,1,101,False,False,True,True
train,BRI_WILTY_EP60_lie_14,BRI,60,BRI_EP60,1,101,False,False,True,True
train,BRI_WILTY_EP60_lie_19,BRI,60,BRI_EP60,1,101,False,False,True,True
train,BRI_WILTY_EP60_lie_23,BRI,60,BRI_EP60,1,76,False,False,True,True
train,BRI_WILTY_EP60_lie_24,BRI,60,BRI_EP60,1,151,False,False,True,True
train,BRI_WILTY_EP60_lie_9,BRI,60,BRI_EP60,1,176,False,False,True,True
train,BRI_WILTY_EP60_truth_1,BRI,60,BRI_EP60,0,101,False,False,True,True
train,BRI_WILTY_EP60_truth_10,BRI,60,BRI_EP60,0,76,False,False,True,True
train,BRI_WILTY_EP60_truth_11,BRI,60,BRI_EP60,0,101,False,False,True,True
train,BRI_WILTY_EP60_truth_12,BRI,60,BRI_EP60,0,101,False,False,True,True
train,BRI_WILTY_EP60_truth_3,BRI,60,BRI_EP60,0,101,False,False,True,True
train,BRI_WILTY_EP60_truth_4,BRI,60,BRI_EP60,0,76,False,False,True,True
train,BRI_WILTY_EP60_truth_5,BRI,60,BRI_EP60,0,126,False,False,True,True
train,BRI_WILTY_EP60_truth_7,BRI,60,BRI_EP60,0,101,False,False,True,True
train,BRI_WILTY_EP61_lie_1,BRI,61,BRI_EP61,1,126,False,False,True,True
train,BRI_WILTY_EP61_lie_2,BRI,61,BRI_EP61,1,76,False,False,True,True
train,BRI_WILTY_EP61_lie_24,BRI,61,BRI_EP61,1,101,False,False,True,True
train,BRI_WILTY_EP61_lie_25,BRI,61,BRI_EP61,1,101,False,False,True,True
train,BRI_WILTY_EP61_lie_27,BRI,61,BRI_EP61,1,76,False,False,True,True
train,BRI_WILTY_EP61_lie_29,BRI,61,BRI_EP61,1,226,False,False,True,True
train,BRI_WILTY_EP61_lie_3,BRI,61,BRI_EP61,1,76,False,False,True,True
train,BRI_WILTY_EP61_lie_30,BRI,61,BRI_EP61,1,76,False,False,True,True
train,BRI_WILTY_EP61_lie_31,BRI,61,BRI_EP61,1,151,False,False,True,True
train,BRI_WILTY_EP61_lie_37,BRI,61,BRI_EP61,1,76,False,False,True,True
train,BRI_WILTY_EP61_lie_4,BRI,61,BRI_EP61,1,76,False,False,True,True
train,BRI_WILTY_EP61_lie_5,BRI,61,BRI_EP61,1,101,False,False,True,True
train,BRI_WILTY_EP61_lie_7,BRI,61,BRI_EP61,1,126,False,False,True,True
train,BRI_WILTY_EP61_lie_8,BRI,61,BRI_EP61,1,76,False,False,True,True
train,BRI_WILTY_EP61_truth_10,BRI,61,BRI_EP61,0,201,False,False,True,True
train,BRI_WILTY_EP61_truth_11,BRI,61,BRI_EP61,0,126,False,False,True,True
train,BRI_WILTY_EP61_truth_12,BRI,61,BRI_EP61,0,51,False,False,True,True
train,BRI_WILTY_EP61_truth_14,BRI,61,BRI_EP61,0,101,False,False,True,True
train,BRI_WILTY_EP61_truth_15,BRI,61,BRI_EP61,0,76,False,False,True,True
train,BRI_WILTY_EP61_truth_16,BRI,61,BRI_EP61,0,176,False,False,True,True
train,BRI_WILTY_EP61_truth_17,BRI,61,BRI_EP61,0,201,False,False,True,True
train,BRI_WILTY_EP61_truth_19,BRI,61,BRI_EP61,0,176,False,False,True,True
train,BRI_WILTY_EP61_truth_34,BRI,61,BRI_EP61,0,151,False,False,True,True
train,BRI_WILTY_EP61_truth_9,BRI,61,BRI_EP61,0,151,False,False,True,True
train,BRI_WILTY_EP62_lie_14,BRI,62,BRI_EP62,1,226,False,False,True,True
train,BRI_WILTY_EP62_lie_15,BRI,62,BRI_EP62,1,76,False,False,True,True
train,BRI_WILTY_EP62_lie_16,BRI,62,BRI_EP62,1,76,False,False,True,True
train,BRI_WILTY_EP62_lie_24,BRI,62,BRI_EP62,1,126,False,False,True,True
train,BRI_WILTY_EP62_lie_25,BRI,62,BRI_EP62,1,201,False,False,True,True
train,BRI_WILTY_EP62_lie_26,BRI,62,BRI_EP62,1,201,False,False,True,True
train,BRI_WILTY_EP62_lie_27,BRI,62,BRI_EP62,1,226,False,False,True,True
train,BRI_WILTY_EP62_lie_28,BRI,62,BRI_EP62,1,201,False,False,True,True
train,BRI_WILTY_EP62_lie_29,BRI,62,BRI_EP62,1,101,False,False,True,True
train,BRI_WILTY_EP62_lie_30,BRI,62,BRI_EP62,1,76,False,False,True,True
train,BRI_WILTY_EP62_truth_1,BRI,62,BRI_EP62,0,101,False,False,True,True
train,BRI_WILTY_EP62_truth_10,BRI,62,BRI_EP62,0,101,False,False,True,True
train,BRI_WILTY_EP62_truth_12,BRI,62,BRI_EP62,0,101,False,False,True,True
train,BRI_WILTY_EP62_truth_13,BRI,62,BRI_EP62,0,226,False,False,True,True
train,BRI_WILTY_EP62_truth_2,BRI,62,BRI_EP62,0,76,False,False,True,True
train,BRI_WILTY_EP62_truth_20,BRI,62,BRI_EP62,0,101,False,False,True,True
train,BRI_WILTY_EP62_truth_22,BRI,62,BRI_EP62,0,76,False,False,True,True
train,BRI_WILTY_EP62_truth_23,BRI,62,BRI_EP62,0,226,False,False,True,True
train,BRI_WILTY_EP62_truth_3,BRI,62,BRI_EP62,0,126,False,False,True,True
train,BRI_WILTY_EP62_truth_31,BRI,62,BRI_EP62,0,76,False,False,True,True
train,BRI_WILTY_EP62_truth_5,BRI,62,BRI_EP62,0,101,False,False,True,True
train,BRI_WILTY_EP62_truth_6,BRI,62,BRI_EP62,0,76,False,False,True,True
train,BRI_WILTY_EP62_truth_7,BRI,62,BRI_EP62,0,76,False,False,True,True
train,BRI_WILTY_EP62_truth_8,BRI,62,BRI_EP62,0,76,False,False,True,True
train,BRI_WILTY_EP62_truth_9,BRI,62,BRI_EP62,0,101,False,False,True,True
train,BRI_WILTY_EP63_lie_27,BRI,63,BRI_EP63,1,76,False,False,True,True
train,BRI_WILTY_EP63_lie_30,BRI,63,BRI_EP63,1,201,False,False,True,True
train,BRI_WILTY_EP63_truth_10,BRI,63,BRI_EP63,0,101,False,False,True,True
train,BRI_WILTY_EP63_truth_11,BRI,63,BRI_EP63,0,101,False,False,True,True
train,BRI_WILTY_EP63_truth_12,BRI,63,BRI_EP63,0,101,False,False,True,True
train,BRI_WILTY_EP63_truth_13,BRI,63,BRI_EP63,0,201,False,False,True,True
train,BRI_WILTY_EP63_truth_14,BRI,63,BRI_EP63,0,201,False,False,True,True
